STATE,TYPE,NWSC,NCO,RRK,RPP,FDP,EMP,FP,PICES,PSIESC,SD,SL,SSV,PF,SCORE,RANK
MAHARASHTRA,Private,15,9,6,8,1,10,1,0,5,14,4,1,5,7.02,1560
TAMIL NADU,Private,16,10,10,16,2,5,1,1,6,6,2,1,4,7.02,1561
UTTAR PRADESH,Government,16,4,11,13,6,9,0,0,1,11,6,4,6,7.0,1562
WEST BENGAL,Government,14,14,12,6,4,14,1,1,2,19,11,1,9,7.0,1563
KERALA,Government,8,16,9,12,8,3,0,1,3,10,4,5,8,7.0,1564
MAHARASHTRA,Government,13,8,8,10,6,5,1,1,3,8,6,3,5,7.0,1565
UTTAR PRADESH,Government,12,11,12,11,3,5,1,0,5,12,5,2,6,6.98,1566
KARNATAKA,Private,14,3,14,10,5,6,2,0,1,2,2,2,6,6.98,1567
TELANGANA,Government,21,7,6,7,6,14,1,1,4,3,3,2,5,6.98,1568
KERALA,Private,21,7,10,9,5,8,1,1,3,45,3,5,3,6.98,1569
MAHARASHTRA,Private,11,7,14,3,1,8,1,0,4,20,10,8,2,6.97,1570
MADHYA PRADESH,Government,9,5,9,5,3,12,2,0,7,9,5,7,0,6.97,1571
MAHARASHTRA,Private,12,2,11,11,1,12,0,1,7,16,2,0,5,6.97,1572
TAMIL NADU,Private,19,12,3,8,5,10,2,0,8,12,8,8,4,6.95,1573
TAMIL NADU,Government,5,7,6,7,5,14,1,1,6,21,18,1,9,6.95,1574
TAMIL NADU,Government,9,5,10,6,6,14,0,0,4,14,0,4,3,6.95,1575
HARYANA,Government,13,6,10,10,1,8,2,0,1,33,9,0,2,6.95,1576
TAMIL NADU,Private,13,14,11,3,8,10,1,1,2,17,4,6,9,6.95,1577
UTTAR PRADESH,Private,19,3,9,6,6,12,1,0,4,31,9,1,6,6.95,1578
CHHATTISGARH,Government,15,9,11,5,7,6,1,0,8,15,7,4,2,6.95,1579
TAMIL NADU,Government,9,10,13,7,8,3,1,1,6,11,2,9,9,6.94,1580
KERALA,Private,16,5,8,2,7,11,1,0,3,12,4,9,8,6.94,1581
PUNJAB,Government,11,4,12,13,6,11,0,1,8,0,0,3,1,6.94,1582
TAMIL NADU,Government,15,8,7,3,6,9,2,0,5,22,9,3,1,6.94,1583
KERALA,Government,12,11,11,15,1,6,0,1,5,19,10,8,9,6.94,1584
KARNATAKA,Government,12,11,9,9,3,15,1,1,7,50,8,3,10,6.94,1585
TAMIL NADU,Private,15,13,16,16,2,3,1,0,7,12,2,1,10,6.92,1586
ANDHRA PRADESH,Government,9,11,5,10,3,6,0,1,3,29,14,3,8,6.92,1587
PUNJAB,Government,18,11,7,15,7,6,0,0,3,17,11,5,2,6.92,1588
HARYANA,Government,13,8,7,13,6,3,1,1,8,26,22,3,4,6.92,1589
KARNATAKA,Private,12,2,3,11,8,11,0,0,6,3,3,5,5,6.92,1590
MAHARASHTRA,Government,17,11,6,9,8,15,2,0,1,43,1,7,7,6.9,1591
UTTARAKHAND,Government,15,9,9,7,2,10,0,1,1,17,11,4,9,6.9,1592
MAHARASHTRA,Government,15,14,14,9,7,6,0,1,7,17,1,5,0,6.9,1593
WEST BENGAL,Government,10,11,9,5,1,13,1,0,6,43,14,8,1,6.9,1594
MAHARASHTRA,Government,12,10,7,7,8,4,1,1,6,3,1,0,3,6.9,1595
TAMIL NADU,Government,14,9,7,8,3,6,1,0,1,11,10,10,5,6.89,1596
TELANGANA,Government,12,3,6,8,3,9,1,1,7,47,29,9,3,6.89,1597
UTTAR PRADESH,Government,9,14,8,5,6,10,1,1,4,0,0,0,2,6.87,1598
UTTAR PRADESH,Government,8,6,6,9,7,12,0,1,3,7,4,6,4,6.87,1599
UTTAR PRADESH,Private,7,11,7,16,8,11,1,0,8,19,15,1,5,6.87,1600
TAMIL NADU,Private,22,2,8,4,4,11,2,0,7,41,6,1,10,6.86,1601
UTTAR PRADESH,Private,9,6,10,8,7,8,2,1,8,2,0,9,5,6.86,1602
TAMIL NADU,Government,16,4,11,10,3,5,2,0,1,33,6,1,4,6.86,1603
TAMIL NADU,Government,10,11,10,8,2,5,0,1,8,4,3,5,10,6.86,1604
UTTAR PRADESH,Government,9,7,11,12,8,7,1,1,2,9,9,5,0,6.84,1605
WEST BENGAL,Government,5,8,8,9,8,5,2,1,4,4,3,9,5,6.84,1606
UTTAR PRADESH,Private,13,10,12,8,4,4,2,0,7,32,19,2,5,6.84,1607
WEST BENGAL,Government,11,12,11,8,4,14,1,0,4,40,15,7,0,6.84,1608
KARNATAKA,Private,13,5,10,4,3,12,1,0,4,9,0,5,9,6.84,1609
KARNATAKA,Government,17,5,6,11,3,12,1,1,4,10,0,7,3,6.83,1610
MAHARASHTRA,Government,14,8,11,5,2,12,0,0,4,17,5,9,5,6.83,1611
UTTAR PRADESH,Government,22,15,14,8,6,9,0,1,6,4,1,3,10,6.81,1612
WEST BENGAL,Government,8,8,5,14,7,11,1,0,4,6,6,1,4,6.81,1613
PUNJAB,Private,16,12,6,8,2,10,0,1,3,15,1,7,2,6.81,1614
TAMIL NADU,Private,16,13,11,8,1,10,1,1,5,33,9,0,3,6.81,1615
MAHARASHTRA,Government,14,8,8,6,7,14,0,1,5,9,2,2,1,6.79,1616
RAJASTHAN,Private,14,9,13,11,5,7,2,0,1,4,3,8,6,6.79,1617
PUNJAB,Government,11,3,9,11,3,8,0,0,6,30,0,3,4,6.79,1618
GUJARAT,Government,17,7,8,12,8,9,2,1,5,2,2,6,2,6.78,1619
TELANGANA,Government,11,11,7,13,7,11,0,0,4,16,4,1,2,6.78,1620
GOA,Private,12,7,6,11,6,4,0,1,7,27,6,1,9,6.78,1621
KERALA,Government,12,4,8,9,1,15,1,1,5,18,6,3,0,6.78,1622
MAHARASHTRA,Government,14,9,9,8,3,11,2,1,3,15,6,4,1,6.76,1623
TAMIL NADU,Government,12,4,11,8,4,3,1,1,2,19,9,1,1,6.76,1624
UTTAR PRADESH,Government,11,13,11,3,5,8,0,1,5,11,10,6,9,6.76,1625
TELANGANA,Government,20,10,5,7,7,10,0,0,3,11,8,10,9,6.75,1626
TAMIL NADU,Government,20,11,3,15,1,9,0,1,4,8,5,7,4,6.75,1627
ANDHRA PRADESH,Government,17,9,4,10,3,10,0,0,6,39,8,5,10,6.75,1628
TRIPURA,Government,17,4,11,7,2,13,0,1,5,10,4,9,3,6.75,1629
KERALA,Government,15,2,7,6,7,4,0,0,1,10,4,0,6,6.75,1630
WEST BENGAL,Government,8,2,10,11,8,8,2,1,6,50,14,0,3,6.73,1631
TELANGANA,Private,16,6,7,10,8,5,0,0,6,23,9,5,5,6.73,1632
PUNJAB,Private,14,14,14,9,1,15,2,0,2,9,5,6,6,6.73,1633
UTTAR PRADESH,Government,8,11,11,9,6,4,2,1,3,6,5,7,0,6.73,1634
GUJARAT,Government,15,4,5,7,1,5,2,1,3,26,2,1,8,6.71,1635
ANDHRA PRADESH,Government,4,15,5,6,2,5,1,0,7,20,11,8,2,6.71,1636
MAHARASHTRA,Government,9,12,14,6,4,9,1,1,2,41,3,7,9,6.71,1637
UTTAR PRADESH,Government,15,8,9,14,6,9,1,0,2,12,6,5,6,6.71,1638
HARYANA,Government,17,8,13,10,2,7,2,0,8,0,0,3,8,6.71,1639
UTTAR PRADESH,Private,18,11,7,11,5,8,1,1,4,3,1,5,9,6.71,1640
MAHARASHTRA,Private,15,9,9,15,3,9,1,0,4,44,9,8,2,6.7,1641
UTTAR PRADESH,Government,20,9,3,13,6,6,1,1,7,42,6,6,5,6.7,1642
MAHARASHTRA,Government,21,14,9,13,5,10,0,1,1,3,0,8,3,6.68,1643
TAMIL NADU,Private,16,4,6,12,4,9,0,1,6,6,5,6,6,6.68,1644
MAHARASHTRA,Government,14,8,7,8,3,10,1,0,7,17,1,4,4,6.68,1645
ODISHA,Private,11,7,9,7,8,12,1,1,7,11,10,9,8,6.67,1646
UTTAR PRADESH,Private,18,7,15,8,8,9,2,0,4,2,2,10,2,6.67,1647
TAMIL NADU,Government,14,6,13,10,1,4,0,1,5,18,10,0,5,6.67,1648
MAHARASHTRA,Government,16,15,12,11,7,7,1,0,1,31,5,0,2,6.67,1649
KARNATAKA,Private,22,12,8,8,1,14,1,0,7,13,9,2,7,6.65,1650
ANDHRA PRADESH,Government,17,12,12,13,5,13,1,0,6,21,9,3,10,6.65,1651
TAMIL NADU,Private,14,5,14,6,4,4,2,1,8,22,0,4,2,6.65,1652
ASSAM,Government,15,14,8,12,2,4,1,0,4,32,0,8,5,6.65,1653
HARYANA,Government,18,13,9,8,4,8,2,1,3,20,9,10,1,6.65,1654
TAMIL NADU,Government,16,10,4,7,4,7,1,1,1,37,3,2,3,6.63,1655
WEST BENGAL,Private,9,8,8,10,8,5,1,0,5,30,3,6,9,6.63,1656
TAMIL NADU,Government,13,6,10,12,7,3,1,0,2,38,8,4,6,6.63,1657
KERALA,Government,16,8,14,7,5,13,0,1,2,8,4,7,0,6.63,1658
TAMIL NADU,Government,9,6,2,2,3,12,1,1,6,16,5,7,0,6.63,1659
DELHI,Private,5,11,5,12,7,8,1,1,6,7,1,7,7,6.63,1660
TAMIL NADU,Private,17,12,13,6,8,8,2,0,2,17,15,4,1,6.63,1661
CHHATTISGARH,Government,11,8,13,8,1,10,2,0,5,2,2,3,8,6.62,1662
TELANGANA,Government,13,9,9,14,8,9,0,1,8,21,19,0,8,6.62,1663
WEST BENGAL,Private,7,11,7,11,8,6,1,1,1,12,1,1,1,6.62,1664
TELANGANA,Government,9,6,8,12,3,4,0,1,4,29,8,5,4,6.6,1665
UTTARAKHAND,Private,16,13,7,13,6,6,0,1,2,35,20,2,1,6.6,1666
UTTAR PRADESH,Private,18,9,5,10,2,9,1,1,1,45,3,4,2,6.6,1667
JAMMU AND KASHMIR,Government,15,5,8,10,8,8,1,1,8,25,4,9,3,6.6,1668
PONDICHERRY,Private,17,11,7,9,5,8,1,0,4,0,0,4,4,6.6,1669
WEST BENGAL,Government,11,5,6,11,4,8,1,1,6,18,2,5,2,6.6,1670
MAHARASHTRA,Government,10,7,11,9,6,12,1,1,4,4,0,7,7,6.6,1671
ANDHRA PRADESH,Government,8,11,13,3,8,16,2,0,1,18,17,0,1,6.6,1672
MAHARASHTRA,Private,15,13,5,8,6,3,2,0,5,24,1,8,6,6.6,1673
HARYANA,Private,6,9,8,5,4,5,2,0,1,42,5,9,6,6.59,1674
WEST BENGAL,Government,19,13,10,9,5,9,2,1,1,2,0,7,2,6.59,1675
KERALA,Private,15,7,8,6,1,15,2,0,5,2,2,6,5,6.59,1676
MAHARASHTRA,Government,11,14,8,7,7,12,2,1,8,29,6,0,2,6.59,1677
SIKKIM,Government,11,15,9,10,3,11,2,1,5,7,5,2,3,6.59,1678
MAHARASHTRA,Government,7,8,10,8,5,5,2,1,1,17,1,8,2,6.59,1679
TAMIL NADU,Government,10,16,10,3,2,6,2,1,3,1,0,3,9,6.57,1680
KERALA,Government,18,14,6,10,7,10,1,0,4,19,1,6,3,6.57,1681
MAHARASHTRA,Government,15,5,7,4,8,14,1,0,6,8,2,8,2,6.57,1682
RAJASTHAN,Government,11,5,6,9,8,7,1,1,1,14,4,8,6,6.57,1683
TAMIL NADU,Government,17,4,9,6,6,8,2,1,6,2,2,6,9,6.57,1684
MAHARASHTRA,Government,11,8,8,8,6,5,0,0,5,16,12,10,2,6.57,1685
MAHARASHTRA,Private,13,11,7,10,5,11,1,0,1,3,2,9,5,6.57,1686
JHARKHAND,Private,8,11,12,7,1,10,2,1,3,10,3,5,2,6.56,1687
DELHI,Government,12,9,16,10,6,4,2,1,7,22,11,1,4,6.56,1688
UTTAR PRADESH,Private,11,14,8,6,6,13,2,1,1,20,8,10,1,6.56,1689
TAMIL NADU,Government,14,10,12,10,2,8,0,0,5,0,0,3,5,6.56,1690
TELANGANA,Private,17,7,13,9,7,9,2,0,7,44,7,2,7,6.54,1691
KERALA,Government,17,3,6,13,7,11,1,1,2,25,1,6,1,6.54,1692
ANDHRA PRADESH,Government,22,6,12,8,4,9,1,0,8,27,27,0,0,6.54,1693
PONDICHERRY,Government,18,4,10,7,4,6,1,0,8,28,17,8,4,6.52,1694
RAJASTHAN,Private,21,15,9,9,8,7,1,0,6,1,1,2,5,6.52,1695
WEST BENGAL,Private,18,5,13,12,1,10,1,0,4,14,10,1,2,6.52,1696
TAMIL NADU,Private,13,13,11,11,7,11,2,0,4,19,2,3,4,6.52,1697
MAHARASHTRA,Government,15,13,6,10,4,8,2,1,8,15,7,8,0,6.52,1698
MAHARASHTRA,Government,19,15,6,10,2,8,0,0,2,13,9,8,3,6.51,1699
TELANGANA,Private,3,11,14,7,8,7,1,1,3,5,5,8,4,6.51,1700
KERALA,Private,12,6,13,10,7,13,1,1,2,17,2,3,2,6.51,1701
UTTARAKHAND,Government,14,8,10,10,2,5,2,1,3,22,21,4,10,6.51,1702
WEST BENGAL,Government,19,9,6,13,4,8,0,1,4,6,2,1,1,6.51,1703
TELANGANA,Private,16,11,8,14,3,15,1,0,4,5,0,2,6,6.51,1704
TAMIL NADU,Government,9,11,16,12,8,8,1,1,4,4,0,7,1,6.49,1705
TAMIL NADU,Private,16,13,14,8,7,12,2,0,8,20,8,0,0,6.48,1706
MADHYA PRADESH,Government,13,8,15,10,8,8,2,1,2,8,0,8,4,6.48,1707
GUJARAT,Government,12,12,8,6,8,8,2,1,1,14,0,0,4,6.48,1708
UTTAR PRADESH,Government,13,12,13,14,5,10,2,0,3,28,0,8,4,6.48,1709
ANDHRA PRADESH,Government,9,10,9,11,7,7,2,1,1,18,9,7,4,6.48,1710
ANDHRA PRADESH,Government,20,7,3,12,7,10,2,0,4,4,4,8,2,6.46,1711
PUNJAB,Private,10,5,10,9,7,12,1,1,4,27,20,0,3,6.46,1712
WEST BENGAL,Government,13,13,2,12,6,16,0,0,8,26,9,0,3,6.46,1713
GUJARAT,Private,16,8,13,11,8,14,1,1,6,2,0,5,4,6.46,1714
MAHARASHTRA,Government,10,10,12,11,3,6,2,0,8,22,4,6,9,6.46,1715
HARYANA,Private,20,11,12,13,7,5,1,0,2,46,14,5,6,6.44,1716
MADHYA PRADESH,Government,16,11,10,10,5,12,0,1,3,13,2,5,3,6.43,1717
MAHARASHTRA,Private,13,9,9,9,8,8,2,1,7,0,0,9,10,6.43,1718
WEST BENGAL,Government,20,12,8,5,7,8,1,1,4,23,19,4,2,6.43,1719
GUJARAT,Government,12,9,11,7,3,8,1,0,5,15,1,0,3,6.43,1720
TAMIL NADU,Government,10,3,12,16,8,5,1,0,4,1,0,9,6,6.43,1721
MADHYA PRADESH,Government,21,11,13,7,8,15,0,1,1,39,4,0,2,6.43,1722
TAMIL NADU,Private,13,14,6,14,7,8,0,0,7,30,16,0,7,6.43,1723
MAHARASHTRA,Government,16,7,9,12,5,9,1,0,8,22,15,1,6,6.41,1724
TELANGANA,Government,6,7,15,9,6,10,1,1,7,24,14,4,3,6.41,1725
UTTAR PRADESH,Private,15,7,10,9,4,10,0,0,4,24,2,9,6,6.41,1726
GUJARAT,Government,10,12,8,9,2,14,1,0,1,7,6,7,2,6.4,1727
UTTAR PRADESH,Government,14,7,10,5,5,10,1,1,6,27,4,10,7,6.4,1728
WEST BENGAL,Government,15,8,5,14,3,9,0,1,3,9,2,1,3,6.4,1729
UTTAR PRADESH,Government,18,4,9,4,4,14,1,0,7,0,0,3,4,6.4,1730
JHARKHAND,Government,15,12,10,14,2,15,1,1,5,15,4,5,1,6.4,1731
MAHARASHTRA,Private,16,13,16,7,7,15,2,1,4,4,1,3,8,6.4,1732
TELANGANA,Private,19,12,13,12,2,7,1,0,2,6,1,6,0,6.38,1733
UTTAR PRADESH,Private,18,6,8,4,6,7,1,1,6,0,0,7,1,6.38,1734
UTTAR PRADESH,Private,11,7,9,11,3,10,2,1,7,13,2,8,0,6.37,1735
TAMIL NADU,Government,11,9,6,9,7,14,1,1,3,16,11,7,5,6.37,1736
RAJASTHAN,Government,10,5,9,5,4,9,2,1,7,5,3,4,1,6.37,1737
ANDHRA PRADESH,Government,6,6,9,6,8,5,0,0,1,9,1,5,10,6.37,1738
UTTAR PRADESH,Government,16,7,6,8,5,11,0,1,2,43,6,2,7,6.37,1739
ANDHRA PRADESH,Government,17,7,10,7,4,5,1,0,8,22,3,4,10,6.37,1740
UTTAR PRADESH,Government,11,13,15,12,1,4,1,1,8,16,8,4,3,6.37,1741
KERALA,Private,8,12,2,9,2,8,1,1,1,35,2,3,1,6.35,1742
TAMIL NADU,Government,12,9,3,13,8,8,1,0,1,10,5,7,3,6.35,1743
MAHARASHTRA,Government,17,13,11,2,1,10,2,1,3,12,1,0,4,6.35,1744
WEST BENGAL,Private,14,12,9,11,1,10,2,0,4,20,9,5,5,6.35,1745
UTTAR PRADESH,Government,14,8,15,11,3,10,1,0,1,0,0,2,1,6.35,1746
KERALA,Private,11,3,11,8,2,6,1,1,7,36,4,1,1,6.35,1747
MAHARASHTRA,Private,19,9,5,14,1,4,2,1,4,11,11,2,7,6.33,1748
TAMIL NADU,Private,5,10,10,8,4,7,0,0,3,50,2,5,9,6.33,1749
GUJARAT,Government,13,15,12,3,3,2,0,1,1,16,13,7,5,6.33,1750
TAMIL NADU,Government,14,15,9,10,3,16,0,0,7,9,5,9,6,6.33,1751
ANDHRA PRADESH,Government,15,5,6,7,4,12,0,1,2,39,2,3,2,6.33,1752
UTTAR PRADESH,Government,15,7,7,5,1,10,1,0,7,25,8,0,10,6.33,1753
UTTAR PRADESH,Government,11,12,4,9,8,10,1,1,6,14,4,4,3,6.32,1754
TAMIL NADU,Government,12,7,9,13,3,11,1,1,3,34,14,4,1,6.32,1755
MAHARASHTRA,Government,11,8,12,9,7,4,0,0,8,11,10,9,5,6.32,1756
TAMIL NADU,Government,10,13,8,6,1,15,1,0,5,37,0,10,6,6.32,1757
UTTAR PRADESH,Private,22,8,7,8,2,7,1,0,2,10,6,9,9,6.3,1758
MAHARASHTRA,Government,4,11,10,7,8,6,0,0,2,6,5,5,5,6.3,1759
TAMIL NADU,Government,13,6,10,8,1,16,2,1,4,1,0,1,9,6.3,1760
GUJARAT,Government,22,10,3,7,8,11,1,0,3,24,9,7,3,6.3,1761
MAHARASHTRA,Government,8,5,5,7,6,3,1,1,5,16,16,5,0,6.3,1762
HARYANA,Government,11,14,8,14,6,14,1,0,8,26,2,6,6,6.3,1763
TELANGANA,Government,7,11,5,7,1,5,1,0,7,8,2,8,0,6.3,1764
TAMIL NADU,Government,8,8,15,6,5,11,0,0,6,21,17,4,4,6.3,1765
MAHARASHTRA,Government,15,10,6,5,1,5,1,0,1,3,3,4,8,6.29,1766
KERALA,Government,13,6,13,4,8,4,2,0,7,24,10,5,1,6.29,1767
RAJASTHAN,Government,11,8,7,4,7,9,2,0,5,18,14,1,7,6.29,1768
TAMIL NADU,Private,19,7,10,7,7,7,0,1,2,6,4,4,0,6.27,1769
WEST BENGAL,Government,19,10,11,10,6,8,1,1,4,16,10,1,5,6.27,1770
TAMIL NADU,Private,13,11,13,8,3,5,2,0,6,21,19,3,1,6.27,1771
TAMIL NADU,Government,14,6,6,11,3,6,2,1,2,0,0,0,6,6.27,1772
UTTAR PRADESH,Private,13,3,12,15,7,8,2,1,7,12,11,6,0,6.27,1773
MAHARASHTRA,Government,17,9,10,15,6,9,1,1,5,2,1,5,3,6.27,1774
UTTAR PRADESH,Government,12,7,10,15,2,15,1,1,1,2,0,5,6,6.25,1775
MAHARASHTRA,Government,22,6,11,11,5,5,1,0,5,17,4,10,4,6.25,1776
UTTAR PRADESH,Private,13,8,7,12,6,9,1,1,2,1,1,2,4,6.25,1777
KABUL,Government,19,3,8,7,3,11,1,0,1,40,0,9,7,6.25,1778
CHHATTISGARH,Government,14,15,12,10,5,8,1,1,7,7,2,10,10,6.25,1779
UTTAR PRADESH,Government,11,3,10,7,6,3,0,0,6,0,0,2,3,6.24,1780
KERALA,Government,17,13,9,11,6,9,0,0,6,18,9,6,9,6.24,1781
ANDHRA PRADESH,Private,11,9,16,7,3,5,2,0,3,23,2,1,1,6.24,1782
KERALA,Government,10,2,10,4,8,14,1,0,1,15,4,6,3,6.22,1783
TAMIL NADU,Government,14,10,7,8,3,10,0,1,5,35,14,9,7,6.22,1784
DELHI,Private,12,6,14,4,2,12,0,1,7,16,10,4,0,6.22,1785
MAHARASHTRA,Private,17,4,5,9,2,8,0,1,4,50,0,9,4,6.19,1786
TAMIL NADU,Government,13,6,11,9,2,12,1,1,8,11,9,2,10,6.19,1787
MAHARASHTRA,Government,13,12,10,13,6,7,0,0,3,30,0,4,2,6.19,1788
UTTAR PRADESH,Government,14,8,10,5,8,9,2,0,7,13,7,1,8,6.19,1789
UTTAR PRADESH,Private,4,7,5,9,4,6,1,1,5,1,1,0,7,6.19,1790
PONDICHERRY,Government,15,6,4,13,8,7,1,1,8,5,1,8,3,6.17,1791
CHHATTISGARH,Government,13,10,7,9,7,10,0,0,4,27,5,3,2,6.17,1792
TAMIL NADU,Government,23,4,5,15,8,6,1,0,8,0,0,1,1,6.17,1793
KERALA,Government,19,14,12,8,7,3,1,1,8,3,0,0,7,6.16,1794
TAMIL NADU,Private,9,10,14,13,3,9,2,1,2,2,0,7,0,6.16,1795
MAHARASHTRA,Government,10,11,15,3,6,8,1,0,8,31,1,10,2,6.16,1796
KERALA,Government,20,13,11,13,1,11,2,1,3,14,3,3,8,6.16,1797
GOA,Government,12,6,7,9,4,10,1,0,2,3,1,4,3,6.16,1798
WEST BENGAL,Private,11,9,9,3,6,15,0,0,5,21,4,10,10,6.16,1799
KERALA,Government,9,5,5,16,6,16,0,0,8,21,7,6,7,6.16,1800
TAMIL NADU,Government,9,9,11,9,7,10,1,1,2,5,5,5,0,6.14,1801
TAMIL NADU,Private,13,11,7,5,2,7,1,0,5,6,5,2,9,6.14,1802
GUJARAT,Government,15,8,4,12,3,7,1,0,1,5,0,0,4,6.14,1803
TELANGANA,Government,17,13,11,8,8,7,2,0,2,17,8,0,1,6.14,1804
MAHARASHTRA,Private,15,7,6,12,1,11,0,0,4,14,1,4,1,6.13,1805
KERALA,Government,8,12,13,9,2,10,0,0,1,13,6,4,5,6.13,1806
KARNATAKA,Private,12,9,13,13,1,13,2,0,4,1,1,2,4,6.13,1807
TAMIL NADU,Government,17,11,12,7,4,6,1,0,4,4,3,2,1,6.11,1808
KARNATAKA,Government,10,11,9,9,7,4,1,1,3,36,0,6,7,6.11,1809
ASSAM,Government,11,14,9,8,6,13,0,1,3,26,1,9,1,6.1,1810
UTTAR PRADESH,Government,15,7,12,8,7,9,2,1,2,9,4,3,7,6.08,1811
ANDHRA PRADESH,Private,17,14,15,12,8,8,1,0,3,7,0,5,8,6.06,1812
MADHYA PRADESH,Government,8,10,6,12,3,6,1,1,8,5,4,1,9,6.06,1813
KARNATAKA,Government,7,15,10,7,1,9,2,1,7,28,10,2,10,6.05,1814
WEST BENGAL,Government,9,9,6,3,3,4,0,1,1,2,0,6,7,6.05,1815
ANDHRA PRADESH,Government,11,10,14,9,5,7,0,1,2,15,14,10,1,6.03,1816
KERALA,Private,11,14,12,11,1,11,1,1,4,7,2,2,8,6.03,1817
UTTAR PRADESH,Government,10,15,6,16,8,11,2,0,4,1,0,8,8,6.02,1818
MAHARASHTRA,Private,15,8,12,10,4,4,1,1,8,13,6,0,8,6.02,1819
MAHARASHTRA,Private,14,11,12,11,8,7,1,0,1,11,11,3,9,6.02,1820
CHHATTISGARH,Government,13,10,11,11,6,8,1,0,8,32,1,0,2,6.0,1821
TAMIL NADU,Government,8,5,8,11,5,12,1,0,5,6,2,7,5,6.0,1822
KERALA,Private,17,7,4,10,6,8,1,1,1,18,3,10,3,6.0,1823
HIMACHAL PRADESH,Government,15,14,6,9,2,7,2,0,6,6,6,7,0,6.0,1824
ANDHRA PRADESH,Government,15,8,7,6,4,9,2,0,6,24,2,2,7,6.0,1825
MAHARASHTRA,Government,10,12,8,3,7,5,1,0,2,9,7,1,7,6.0,1826
UTTAR PRADESH,Government,13,10,7,11,6,11,1,0,7,6,5,3,0,6.0,1827
UTTAR PRADESH,Government,15,13,12,9,3,10,1,1,2,45,12,3,2,5.98,1828
MAHARASHTRA,Private,15,8,6,9,2,3,0,1,5,24,13,6,2,5.98,1829
MAHARASHTRA,Government,18,11,16,11,5,10,1,0,2,27,5,0,2,5.97,1830
UTTAR PRADESH,Private,14,7,6,5,1,10,0,1,1,25,1,10,2,5.97,1831
WEST BENGAL,Private,15,3,8,13,5,11,1,1,8,23,8,0,6,5.97,1832
UTTAR PRADESH,Private,19,13,8,9,7,9,1,0,7,17,2,3,7,5.97,1833
ANDHRA PRADESH,Government,20,6,13,6,8,12,2,0,4,9,5,8,2,5.95,1834
TAMIL NADU,Private,15,5,6,10,5,14,1,0,2,23,2,2,0,5.95,1835
TELANGANA,Private,16,10,9,9,3,11,0,1,4,9,9,3,6,5.95,1836
ANDHRA PRADESH,Government,10,9,10,4,6,16,0,1,2,2,2,0,3,5.94,1837
MAHARASHTRA,Private,15,6,10,11,4,10,1,1,6,4,4,4,5,5.94,1838
MEGHALAYA,Private,20,7,16,5,6,10,0,0,2,1,1,8,9,5.94,1839
UTTAR PRADESH,Private,16,13,6,14,3,7,1,1,3,6,3,4,7,5.92,1840
WEST BENGAL,Government,17,4,4,7,3,5,0,1,8,16,14,7,7,5.92,1841
UTTAR PRADESH,Private,12,2,8,6,8,15,0,1,1,40,9,6,2,5.92,1842
UTTAR PRADESH,Government,17,12,12,6,8,10,0,0,5,11,10,4,9,5.92,1843
UTTAR PRADESH,Private,20,9,13,8,1,13,2,0,6,10,0,0,9,5.92,1844
KERALA,Government,14,4,6,10,5,11,0,0,1,0,0,10,0,5.92,1845
UTTAR PRADESH,Government,8,13,10,9,6,13,1,1,7,11,10,5,0,5.9,1846
ANDHRA PRADESH,Government,8,11,12,8,5,11,1,1,6,21,5,2,7,5.9,1847
MADHYA PRADESH,Government,15,8,12,8,5,13,2,0,3,17,5,10,7,5.9,1848
KARNATAKA,Government,7,9,13,11,8,11,1,0,1,3,1,7,4,5.9,1849
TAMIL NADU,Government,19,5,13,5,2,11,1,0,8,27,8,9,2,5.9,1850
MAHARASHTRA,Government,9,6,7,9,4,11,1,1,8,9,5,1,5,5.89,1851
TAMIL NADU,Government,17,9,6,8,8,14,1,1,7,28,14,0,7,5.89,1852
HIMACHAL PRADESH,Private,14,9,5,6,5,11,1,1,5,20,0,4,10,5.87,1853
WEST BENGAL,Government,15,7,4,7,1,9,2,0,2,5,2,2,2,5.87,1854
TAMIL NADU,Private,6,7,3,8,3,8,1,1,5,24,12,8,2,5.86,1855
TELANGANA,Government,10,9,6,12,7,12,1,1,3,19,4,6,5,5.86,1856
MAHARASHTRA,Government,15,8,6,13,3,14,1,0,1,39,12,7,7,5.86,1857
UTTAR PRADESH,Government,13,14,9,6,5,8,2,0,6,11,2,0,9,5.86,1858
CHHATTISGARH,Government,8,7,8,11,5,10,1,1,2,26,17,0,2,5.86,1859
WEST BENGAL,Private,11,10,10,14,4,12,2,0,7,39,4,2,1,5.84,1860
KARNATAKA,Government,11,13,13,9,6,7,1,0,2,12,1,7,5,5.84,1861
PONDICHERRY,Private,20,8,7,13,8,15,0,0,2,0,0,6,1,5.83,1862
MAHARASHTRA,Private,7,8,8,5,6,12,2,1,3,11,4,10,9,5.83,1863
TAMIL NADU,Government,12,10,13,6,6,5,0,1,6,22,8,2,5,5.81,1864
HIMACHAL PRADESH,Government,10,7,7,9,3,10,2,0,2,31,5,2,8,5.81,1865
UTTAR PRADESH,Government,14,9,9,13,5,14,2,0,5,17,3,9,5,5.81,1866
MADHYA PRADESH,Government,11,13,16,7,2,4,2,0,8,3,1,8,1,5.81,1867
TAMIL NADU,Government,14,8,12,11,2,6,1,0,3,46,11,4,0,5.79,1868
